1.000000,0.000000
2.000000,0.000000
3.000000,0.000000
4.000000,0.000000
5.000000,0.000000
6.000000,0.000000
7.000000,0.000000
8.000000,0.000000
9.000000,0.000000
10.000000,0.100000
11.000000,0.090909
12.000000,0.083333
13.000000,0.153846
14.000000,0.142857
15.000000,0.133333
16.000000,0.125000
17.000000,0.117647
18.000000,0.111111
19.000000,0.105263
20.000000,0.100000
21.000000,0.095238
22.000000,0.090909
23.000000,0.130435
24.000000,0.125000
25.000000,0.160000
26.000000,0.153846
27.000000,0.185185
28.000000,0.178571
29.000000,0.172414
30.000000,0.166667
31.000000,0.193548
32.000000,0.187500
33.000000,0.181818
34.000000,0.176471
35.000000,0.200000
36.000000,0.194444
37.000000,0.189189
38.000000,0.210526
39.000000,0.205128
40.000000,0.225000
41.000000,0.219512
42.000000,0.214286
43.000000,0.209302
44.000000,0.204545
45.000000,0.200000
46.000000,0.195652
47.000000,0.212766
48.000000,0.208333
49.000000,0.204082
50.000000,0.220000
51.000000,0.215686
52.000000,0.211538
53.000000,0.207547
54.000000,0.203704
55.000000,0.218182
56.000000,0.214286
57.000000,0.228070
58.000000,0.224138
59.000000,0.237288
60.000000,0.250000
61.000000,0.262295
62.000000,0.274194
63.000000,0.269841
64.000000,0.265625
65.000000,0.276923
66.000000,0.287879
67.000000,0.283582
68.000000,0.294118
69.000000,0.304348
70.000000,0.314286
71.000000,0.309859
72.000000,0.305556
73.000000,0.301370
74.000000,0.297297
75.000000,0.306667
76.000000,0.315789
77.000000,0.311688
78.000000,0.320513
79.000000,0.316456
80.000000,0.312500
81.000000,0.308642
82.000000,0.317073
83.000000,0.325301
84.000000,0.333333
85.000000,0.341176
86.000000,0.348837
87.000000,0.344828
88.000000,0.340909
89.000000,0.337079
90.000000,0.333333
91.000000,0.340659
92.000000,0.336957
93.000000,0.333333
94.000000,0.329787
95.000000,0.336842
96.000000,0.343750
97.000000,0.340206
98.000000,0.336735
99.000000,0.333333
100.000000,0.340000
101.000000,0.336634
102.000000,0.343137
103.000000,0.339806
104.000000,0.336538
105.000000,0.342857
106.000000,0.349057
107.000000,0.355140
108.000000,0.351852
109.000000,0.348624
110.000000,0.345455
111.000000,0.351351
112.000000,0.348214
113.000000,0.345133
114.000000,0.350877
115.000000,0.356522
116.000000,0.362069
117.000000,0.367521
118.000000,0.372881
119.000000,0.378151
120.000000,0.383333
121.000000,0.388430
122.000000,0.385246
123.000000,0.390244
124.000000,0.395161
125.000000,0.400000
126.000000,0.396825
127.000000,0.401575
128.000000,0.406250
129.000000,0.403101
130.000000,0.400000
131.000000,0.396947
132.000000,0.401515
133.000000,0.406015
134.000000,0.402985
135.000000,0.400000
136.000000,0.404412
137.000000,0.401460
138.000000,0.405797
139.000000,0.410072
140.000000,0.407143
141.000000,0.411348
142.000000,0.408451
143.000000,0.405594
144.000000,0.402778
145.000000,0.400000
146.000000,0.397260
147.000000,0.394558
148.000000,0.391892
149.000000,0.395973
150.000000,0.400000
151.000000,0.403974
152.000000,0.407895
153.000000,0.411765
154.000000,0.415584
155.000000,0.419355
156.000000,0.416667
157.000000,0.414013
158.000000,0.417722
159.000000,0.421384
160.000000,0.418750
161.000000,0.422360
162.000000,0.419753
163.000000,0.423313
164.000000,0.426829
165.000000,0.424242
166.000000,0.427711
167.000000,0.425150
168.000000,0.422619
169.000000,0.426036
170.000000,0.429412
171.000000,0.426901
172.000000,0.424419
173.000000,0.421965
174.000000,0.419540
175.000000,0.417143
176.000000,0.420455
177.000000,0.418079
178.000000,0.421348
179.000000,0.424581
180.000000,0.422222
181.000000,0.419890
182.000000,0.417582
183.000000,0.420765
184.000000,0.423913
185.000000,0.421622
186.000000,0.419355
187.000000,0.417112
188.000000,0.414894
189.000000,0.417989
190.000000,0.415789
191.000000,0.418848
192.000000,0.416667
193.000000,0.419689
194.000000,0.417526
195.000000,0.420513
196.000000,0.418367
197.000000,0.421320
198.000000,0.424242
199.000000,0.422111
200.000000,0.420000
201.000000,0.417910
202.000000,0.420792
203.000000,0.418719
204.000000,0.416667
205.000000,0.414634
206.000000,0.412621
207.000000,0.415459
208.000000,0.413462
209.000000,0.411483
210.000000,0.409524
211.000000,0.407583
212.000000,0.405660
213.000000,0.403756
214.000000,0.406542
215.000000,0.404651
216.000000,0.402778
217.000000,0.400922
218.000000,0.399083
219.000000,0.401826
220.000000,0.400000
221.000000,0.402715
222.000000,0.405405
223.000000,0.403587
224.000000,0.401786
225.000000,0.400000
226.000000,0.402655
227.000000,0.400881
228.000000,0.403509
229.000000,0.406114
230.000000,0.408696
231.000000,0.406926
232.000000,0.405172
233.000000,0.407725
234.000000,0.405983
235.000000,0.404255
236.000000,0.402542
237.000000,0.400844
238.000000,0.403361
239.000000,0.405858
240.000000,0.408333
241.000000,0.406639
242.000000,0.404959
243.000000,0.403292
244.000000,0.405738
245.000000,0.404082
246.000000,0.402439
247.000000,0.404858
248.000000,0.407258
249.000000,0.405622
250.000000,0.408000
251.000000,0.410359
252.000000,0.412698
253.000000,0.411067
254.000000,0.413386
255.000000,0.411765
256.000000,0.410156
257.000000,0.408560
258.000000,0.406977
259.000000,0.405405
260.000000,0.407692
261.000000,0.406130
262.000000,0.404580
263.000000,0.406844
264.000000,0.409091
265.000000,0.411321
266.000000,0.413534
267.000000,0.415730
268.000000,0.417910
269.000000,0.416357
270.000000,0.418519
271.000000,0.420664
272.000000,0.422794
273.000000,0.424908
274.000000,0.427007
275.000000,0.425455
276.000000,0.423913
277.000000,0.422383
278.000000,0.420863
279.000000,0.422939
280.000000,0.425000
281.000000,0.423488
282.000000,0.421986
283.000000,0.424028
284.000000,0.426056
285.000000,0.424561
286.000000,0.426573
287.000000,0.425087
288.000000,0.427083
289.000000,0.429066
290.000000,0.427586
291.000000,0.429553
292.000000,0.428082
293.000000,0.426621
294.000000,0.425170
295.000000,0.423729
296.000000,0.425676
297.000000,0.427609
298.000000,0.426174
299.000000,0.428094
300.000000,0.426667
301.000000,0.425249
302.000000,0.423841
303.000000,0.422442
304.000000,0.421053
305.000000,0.419672
306.000000,0.418301
307.000000,0.420195
308.000000,0.418831
309.000000,0.420712
310.000000,0.422581
311.000000,0.421222
312.000000,0.423077
313.000000,0.421725
314.000000,0.423567
315.000000,0.422222
316.000000,0.420886
317.000000,0.422713
318.000000,0.421384
319.000000,0.423197
320.000000,0.425000
321.000000,0.423676
322.000000,0.422360
323.000000,0.424149
324.000000,0.422840
325.000000,0.424615
326.000000,0.426380
327.000000,0.428135
328.000000,0.426829
329.000000,0.428571
330.000000,0.427273
331.000000,0.429003
332.000000,0.427711
333.000000,0.426426
334.000000,0.428144
335.000000,0.426866
336.000000,0.425595
337.000000,0.427300
338.000000,0.428994
339.000000,0.427729
340.000000,0.429412
341.000000,0.431085
342.000000,0.432749
343.000000,0.431487
344.000000,0.430233
345.000000,0.431884
346.000000,0.430636
347.000000,0.432277
348.000000,0.431034
349.000000,0.432665
350.000000,0.431429
351.000000,0.430199
352.000000,0.428977
353.000000,0.430595
354.000000,0.429379
355.000000,0.428169
356.000000,0.429775
357.000000,0.428571
358.000000,0.430168
359.000000,0.431755
360.000000,0.433333
361.000000,0.432133
362.000000,0.430939
363.000000,0.432507
364.000000,0.431319
365.000000,0.430137
366.000000,0.428962
367.000000,0.430518
368.000000,0.429348
369.000000,0.430894
370.000000,0.432432
371.000000,0.431267
372.000000,0.432796
373.000000,0.434316
374.000000,0.435829
375.000000,0.437333
376.000000,0.436170
377.000000,0.435013
378.000000,0.436508
379.000000,0.437995
380.000000,0.436842
381.000000,0.435696
382.000000,0.437173
383.000000,0.436031
384.000000,0.434896
385.000000,0.436364
386.000000,0.437824
387.000000,0.436693
388.000000,0.435567
389.000000,0.437018
390.000000,0.435897
391.000000,0.434783
392.000000,0.433673
393.000000,0.432570
394.000000,0.434010
395.000000,0.435443
396.000000,0.436869
397.000000,0.438287
398.000000,0.439698
399.000000,0.441103
